"Incident_ID","Incident_Date","Incident_Time","State_Name","City_or_County","Business_or_Location_Name","Address","Latitude","Longitude","Victims_Killed","Victims_Injured","Suspects_Killed","Suspects_Injured","Suspects_Arrested","Incident_Characteristics","Year","Month","Day"
1412419,2019-06-01,"","South Carolina","Allendale","Allendale Car Wash","473 Main St S",33.0038,-81.3151,0,5,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","6",1
1411598,2019-06-01,"2:00 AM","Illinois","Chicago","","300 block of East Chicago Ave",41.8971,-87.618,0,4,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","6",1
1411408,2019-06-01,"1:09 AM","Virginia","Portsmouth","","1100 block of Mt Vernon Ave",36.8364,-76.336,1,3,0,0,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Possession of gun by felon or prohibited person","2019","6",1
1412243,2019-06-01,"9:47 PM","Illinois","Chicago","","5600 block of West Madison St",41.8807,-87.7651,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","6",1
1411963,2019-06-01,"6:00 PM","Georgia","Atlanta","","12 Broad Street",33.7544,-84.3914,0,4,0,1,0,"Shot - Wounded/Injured
Accidental Shooting
Stray bullet
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Shootout (where VENN diagram of shooters and victims overlap)","2019","6",1
1412430,2019-06-01,"10:00 PM","Georgia","Macon","","Suzanne Dr and Robinson Dr",32.8429,-83.6917,2,4,0,0,2,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Drive-by (car to street, car to car)
Spree Shooting (multiple victims, multiple locations)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2019","6",1
1410442,2019-05-31,"4:00 PM","Virginia","Virginia Beach","Virginia Beach Operations Building /2","2405 Courthouse Drive",36.751,-76.0574,12,4,1,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Officer Involved Incident
Officer Involved Shooting - Officer shot
Officer Involved Shooting - subject/suspect/perpetrator killed
Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Workplace shooting (disgruntled current or former employee)","2019","5",31
1411661,2019-05-31,"10:29 PM","California","West Covina","","306 N Hollow Ave",34.0754,-117.936,1,3,0,0,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2019","5",31
1410329,2019-05-30,"10:50 PM","Illinois","Robbins","","14000 block of Grace Ave",41.6383,-87.7058,0,5,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2019","5",30
1408289,2019-05-29,"","Texas","Cleveland","B Dependable Plumbing","26311 TX-321",30.3256,-95.0501,2,2,1,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Suicide^
Murder/Suicide
Officer Involved Incident
Officer Involved Shooting - Officer shot
Officer Involved Shooting - subject/suspect/perpetrator killed
Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
LOCKDOWLERT ONLY:  No GV Incident Occurred Onsite","2019","5",29
1409255,2019-05-29,"10:30 PM","Louisiana","Reserve","","300 block of Homewood Place",30.0686,-90.545,1,3,0,0,2,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",29
1407941,2019-05-27,"11:15 PM","Missouri","Saint Louis","","5900 block of Goodfellow Blvd",38.7134,-90.2548,2,2,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",27
1406330,2019-05-27,"2:36 PM","District of Columbia","Washington","","1200 block of Sumner Rd SE",38.8611,-76.9972,0,5,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",27
1407189,2019-05-27,"11:30 PM","New Jersey","Trenton","","100 block of Walnut St",40.221,-74.7489,1,5,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",27
1405445,2019-05-26,"10:35 AM","District of Columbia","Washington","Holiday Mart","3509 Wheeler Rd SE",38.8393,-76.9941,1,3,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Child Involved Incident
Child injured (not child shooter)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",26
1405749,2019-05-26,"12:59 AM","Virginia","La Crosse","","800 block of Alvis Road",36.609,-78.0274,0,5,0,0,3,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party
Possession of gun by felon or prohibited person","2019","5",26
1406070,2019-05-26,"9:15 PM","California","Stockton","","600 block of E Oak St",37.9598,-121.285,1,3,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",26
1404417,2019-05-25,"12:30 AM","New Jersey","Trenton","Ramoneros Liquor & Bar","225 Brunswick Ave",40.2282,-74.7614,0,9,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Bar/club incident - in or around establishment","2019","5",25
1404580,2019-05-25,"5:00 AM","Michigan","Detroit","","3400 block of Devonshire",42.3902,-82.9344,3,2,0,0,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Hate crime","2019","5",25
1405196,2019-05-25,"10:00 PM","Virginia","Chesapeake","","Holly Cove Dr and Schooner Trail",36.7999,-76.3996,1,9,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Shootout (where VENN diagram of shooters and victims overlap)
House party / Block Party / Park Party","2019","5",25
1405317,2019-05-25,"11:00 PM","Maryland","Baltimore","","500 block of N Belnord Ave",39.2972,-76.5789,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",25
1405221,2019-05-25,"9:30 PM","Oklahoma","Oklahoma City","","N Kelley Ave and NE 26th St",35.4968,-97.4944,0,5,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",25
1400095,2019-05-20,"1:30 PM","Oklahoma","Tulsa","Red Fox Apartments","8118 E 16th St",36.1383,-95.8857,2,2,0,0,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",20
1400146,2019-05-20,"1:30 AM","Louisiana","Alexandria","","1900 block of Bacon Street",31.2864,-92.4558,1,4,0,0,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",20
1400561,2019-05-20,"7:20 PM","Ohio","Columbus","","2424 Sullivant Ave",39.9456,-83.0635,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",20
1399820,2019-05-19,"12:40 AM","Oregon","Portland","Audio Cinema Building","226 SE Madison St",45.5127,-122.663,0,5,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2019","5",19
1399017,2019-05-18,"11:30 AM","Mississippi","Cascilla","","700 Leverette Ln",33.8849,-90.1202,0,4,1,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Domestic Violence","2019","5",18
1398553,2019-05-18,"2:00 AM","Alabama","Atmore","","100 Martin Luther King Avenue",31.0317,-87.4796,1,8,0,0,2,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2019","5",18
1399346,2019-05-18,"10:45 PM","North Carolina","Winston Salem (Winston-salem)","","4252 Cody Drive",36.1502,-80.2511,2,4,0,0,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party
Gang involvement","2019","5",18
1398593,2019-05-18,"12:38 AM","California","Long Beach","The West cocktail lounge","1616 West Pacific Coast Highway",33.7897,-118.214,1,4,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Bar/club incident - in or around establishment","2019","5",18
1398584,2019-05-18,"1:20 AM","Iowa","Cedar Rapids","Iowa Smoke Shop","70 Kirkwood Ct SW",41.9216,-91.6554,2,2,0,0,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Gang involvement
Stolen/Illegally owned gun{s} recovered during arrest/warrant","2019","5",18
1400934,2019-05-18,"1:30 AM","Nebraska","Omaha","Kroc Center","2825 Y St",41.1974,-95.9559,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",18
1398538,2019-05-18,"12:45 AM","Indiana","Muncie","","2410 W. Euclid Ave",40.2073,-85.4148,1,6,0,0,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2019","5",18
1398876,2019-05-17,"10:40 PM","California","Sacramento","Breckenridge Village","7326 Stockton Blvd",38.4913,-121.428,1,3,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Accidental Shooting
Stray bullet
Child Involved Incident
Child injured (not child shooter)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",17
1397521,2019-05-16,"10:30 PM","Ohio","Cleveland","","9500 Cardwell Ave",41.4348,-81.6174,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",16
1396491,2019-05-15,"6:00 PM","Louisiana","Saint Rose","","100 block of St. Rose Ave",29.9459,-90.3168,0,4,0,0,1,"Shot - Wounded/Injured
Spree Shooting (multiple victims, multiple locations)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Shootout (where VENN diagram of shooters and victims overlap)","2019","5",15
1395560,2019-05-14,"8:00 PM","California","Los Angeles","Vermont Square Park","1248 W 47th St",34.0004,-118.297,0,4,0,0,0,"Shot - Wounded/Injured
Accidental Shooting
Stray bullet
Child Involved Incident
Child injured (not child shooter)
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Gang involvement","2019","5",14
1393960,2019-05-13,"3:00 PM","Louisiana","New Orleans","","2100 block of 4th St",29.9356,-90.0882,0,4,0,0,1,"Shot - Wounded/Injured
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",13
1394330,2019-05-13,"8:50 PM","Missouri","Saint Louis","","4047 Shreve Ave",38.6774,-90.2434,4,1,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Drug involvement","2019","5",13
1392923,2019-05-11,"8:00 PM","Pennsylvania","Effort","","Toll Rd and Bayberry Rd",40.9803,-75.4734,0,4,0,0,1,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",11
1391971,2019-05-10,"5:30 PM","Pennsylvania","Philadelphia","","1900 block of N Croskey St",39.9836,-75.1712,0,5,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",10
1392313,2019-05-10,"3:10 PM","Missouri","Saint Louis","","4000 block of Ashland Ave",38.6627,-90.2266,0,6,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",10
1390764,2019-05-08,"9:20 PM","Indiana","Indianapolis","","Roache St and Rader St",39.8046,-86.1781,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",8
1389220,2019-05-07,"1:53 PM","Colorado","Littleton (Highlands Ranch)","STEM School Highlands Ranch","8773 S Ridgeline Blvd",39.556,-104.998,1,8,0,0,2,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
School Incident
School Shooting - elementary/secondary school
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
LOCKDOWLERT ONLY:  No GV Incident Occurred Onsite
Criminal act with stolen gun
Gun(s) stolen from owner
Stolen/Illegally owned gun{s} recovered during arrest/warrant","2019","5",7
1386962,2019-05-05,"3:30 AM","New Jersey","North Bergen","","2033 45th Street",40.7847,-74.0352,1,3,0,1,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",5
1387170,2019-05-05,"12:00 AM","California","Oceano","Oceano Dunes State Park","1001 Cabrillo Hwy",35.1125,-120.626,0,6,0,0,1,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",5
1386510,2019-05-04,"3:08 AM","Missouri","Saint Louis","","Union Blvd and Northland Ave",38.6717,-90.2635,1,4,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",4
1386929,2019-05-04,"11:45 PM","Indiana","Indianapolis","","101 W Maryland St",39.7652,-86.1605,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",4
1387245,2019-05-04,"7:44 PM","California","Stockton","Smog Station","5105 Holiday Dr",38.0012,-121.297,1,4,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",4
1386575,2019-05-04,"5:37 PM","Delaware","Wilmington","","W 27th St and Tatnall St",39.7558,-75.5356,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",4
1386481,2019-05-03,"9:00 PM","Texas","Dallas","Cherrywood Park","5400 Cedar Springs Rd",32.8231,-96.8284,1,3,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",3
1386085,2019-05-03,"8:21 PM","Maryland","Baltimore","","1900 block of Ramsay St",39.2833,-76.6472,0,5,0,0,0,"Shot - Wounded/Injured
Child Involved Incident
Child injured (not child shooter)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",3
1385642,2019-05-03,"2:30 AM","Maryland","Baltimore","","2500 block of E Biddle St",39.3049,-76.5825,0,4,0,0,3,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",3
1384553,2019-05-01,"6:27 PM","Massachusetts","Boston","","32 Windermere Rd",42.3139,-71.0626,1,3,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","5",1
1383752,2019-04-30,"5:45 PM","North Carolina","Charlotte","UNCC / Kennedy Building","9214 South Library Ln",35.306,-80.7309,2,4,0,0,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
School Incident
School Shooting - university/college
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","4",30
1381857,2019-04-28,"2:00 AM","Tennessee","Nashville","","1407 Dr DB Todd Jr Blvd",36.1719,-86.8079,0,7,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2019","4",28
1382099,2019-04-28,"12:44 AM","Alabama","Birmingham","Club Volcano","514 19th St Ensley",33.5129,-86.8961,0,4,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Bar/club incident - in or around establishment","2019","4",28
1382711,2019-04-28,"9:15 PM","Ohio","West Chester","Lakefront at West Chester","4637 Wyndtree Dr",39.3512,-84.4651,4,0,0,0,1,"Shot - Dead (murder, accidental, or suicide)
Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Domestic Violence","2019","4",28
1381979,2019-04-28,"5:03 PM","Maryland","Baltimore","","2544 Edmondson Ave",39.2949,-76.6577,1,7,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2019","4",28
1381771,2019-04-27,"8:30 PM","Mississippi","Jackson","","700 block of Monterey St",32.2764,-90.2272,1,3,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","4",27
1381273,2019-04-27,"11:23 AM","California","Poway","Chabad of Poway","16934 Chabad Way",33.0191,-117.053,1,3,0,0,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Child Involved Incident
Child injured (not child shooter)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Hate crime
Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)","2019","4",27
1381734,2019-04-27,"7:15 PM","California","Los Angeles","","700 N San Fernando Rd",34.0895,-118.226,0,6,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party
Gang involvement","2019","4",27
1377519,2019-04-21,"10:00 PM","Pennsylvania","Philadelphia","","1500 block of South 31st St",39.9352,-75.1957,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","4",21
1376873,2019-04-20,"6:00 PM","Tennessee","Memphis","","761 Chestnut Ave",35.1021,-90.0373,0,6,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","4",20
1376883,2019-04-19,"10:30 PM","Kansas","Wichita","","1628 S George Washington Blvd",37.6639,-97.2999,0,4,0,0,1,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2019","4",19
1375235,2019-04-18,"8:20 PM","Kentucky","Louisville","","4000 block of Bells Ln",38.2227,-85.8223,0,4,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","4",18
1373557,2019-04-16,"9:15 PM","Maryland","Germantown","","18700 block of Curry Powder Ln",39.1623,-77.2647,1,3,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","4",16
1370795,2019-04-14,"1:00 AM","Florida","Miami","","NW 19th Ave and 60th St",25.8298,-80.2289,2,2,0,0,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","4",14
1371024,2019-04-14,"12:34 AM","California","Vallejo","","100 block of Princeton Ave",38.1506,-122.251,1,3,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2019","4",14
1371065,2019-04-14,"1:30 AM","California","Stockton","El Tahur Sports Bar","2539 E Main St",37.955,-121.251,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Bar/club incident - in or around establishment","2019","4",14
1374920,2019-04-13,"3:40 AM","California","Moreno Valley","","23500 block of Alessandro Blvd",33.9173,-117.252,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","4",13
1370269,2019-04-12,"","Illinois","Carbondale","ABC Liquor and Tres Hombres","119 N Washington St",37.7281,-89.2151,0,4,0,0,3,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Stray bullet
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Bar/club incident - in or around establishment","2019","4",12
1368597,2019-04-11,"11:17 AM","Maryland","Baltimore","","2200 block of Ruskin Ave",39.3152,-76.6479,1,3,0,0,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","4",11
1369109,2019-04-11,"6:25 PM","California","Los Angeles","","E 103rd St and S Main St",33.9428,-118.274,1,4,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Gang involvement","2019","4",11
1369148,2019-04-11,"8:18 PM","Arizona","Phoenix","","7112 W Minnezona Ave",33.504,-112.212,3,2,0,0,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Child Involved Incident
Child killed (not child shooter)
Spree Shooting (multiple victims, multiple locations)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Domestic Violence
Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)","2019","4",11
1367011,2019-04-09,"3:45 PM","Missouri","Kansas City","","5339 Michigan Ave",39.029,-94.5629,1,3,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","4",9
1365052,2019-04-07,"1:30 AM","North Carolina","Winston Salem (Winston-salem)","NOVA Lounge","515 N Cherry St",36.1002,-80.2471,0,7,0,0,1,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Bar/club incident - in or around establishment
Gang involvement
Possession of gun by felon or prohibited person","2019","4",7
1365077,2019-04-07,"1:00 AM","Indiana","Indianapolis","","3600 block of Roosevelt Ave",39.8001,-86.1052,2,2,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Bar/club incident - in or around establishment
Gang involvement","2019","4",7
1365173,2019-04-07,"7:10 PM","Delaware","Wilmington","Billâ€™s Meat Market","940 N Pine St",39.7428,-75.5415,0,6,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","4",7
1365100,2019-04-07,"1:12 PM","Louisiana","Shreveport","Alpha Mobile Home Park","433 Flournoy Lucas Rd",32.3891,-93.767,0,4,0,0,2,"Shot - Wounded/Injured
Child Involved Incident
Child injured (not child shooter)
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)","2019","4",7
1364443,2019-04-06,"2:30 AM","Florida","Tallahassee","","500 block of Kissimmee St",30.4226,-84.2897,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2019","4",6
1364540,2019-04-06,"6:21 PM","Illinois","Chicago","","6300 block of S Seeley Ave",41.8853,-87.6221,0,6,0,0,0,"Shot - Wounded/Injured
Child Involved Incident
Child injured (not child shooter)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2019","4",6
1363737,2019-04-04,"10:30 PM","Florida","Panama City","","100 block of Allen Ave",30.1461,-85.6543,1,3,0,0,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","4",4
1362715,2019-04-04,"10:45 AM","Georgia","Stockbridge","","300 block of Eagle Ct",33.5269,-84.2405,2,2,1,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Suicide^
Murder/Suicide
Officer Involved Incident
Officer Involved Shooting - Officer shot
Officer Involved Shooting - subject/suspect/perpetrator killed
Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Domestic Violence","2019","4",4
1362364,2019-04-02,"9:00 PM","Mississippi","Hermanville","Michael Dean's Convenience Store","13195 MS 18",31.9618,-90.8389,0,4,0,0,1,"Shot - Wounded/Injured
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","4",2
1362182,2019-04-02,"8:52 PM","Kentucky","Covington","","337 E 13th St",39.0773,-84.5018,0,5,0,0,2,"Shot - Wounded/Injured
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","4",2
1360333,2019-03-31,"10:30 PM","Georgia","Atlanta","Hidden Village","3041 Landrum Dr SW",33.7079,-84.4871,1,4,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2019","3",31
1359599,2019-03-31,"1:00 AM","South Carolina","North Charleston","","1900 block of Jacksonville Rd",32.8472,-79.9611,0,7,0,0,1,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2019","3",31
